index,bitstring,frequency,objective,is_feasible,assign_0,assign_1,assign_2,assign_3,capacity_0,capacity_1
976,011011110101,0.00034,39.0,False,True,False,False,True,True,False
977,101100110001,0.00034,30.0,False,True,False,False,False,True,True
978,001000100101,0.00034,15.0,False,False,False,False,False,True,True
979,110010101101,0.00033,25.0,False,False,True,True,False,True,True
980,100000011101,0.00033,12.0,False,True,False,False,True,True,True
981,001011110111,0.00033,32.0,False,True,True,False,True,True,False
982,010011000100,0.00033,16.0,False,True,False,False,False,True,True
983,100101000101,0.00033,10.0,False,True,True,False,True,True,True
984,101110111111,0.00033,36.0,False,False,False,False,False,True,True
985,001110111100,0.00033,32.0,False,True,False,False,False,True,True
986,110100110101,0.00033,30.0,False,True,True,True,False,True,True
987,011010111011,0.00033,36.0,False,True,True,False,True,True,True
988,010010100000,0.00033,21.0,False,True,True,True,False,True,True
989,110011000001,0.00033,20.0,False,False,False,False,False,True,True
990,001001101000,0.00033,18.0,False,False,True,False,False,True,True
991,100100101000,0.00033,15.0,False,True,False,True,True,True,True
992,010011100100,0.00033,24.0,False,True,False,True,False,True,True
993,011001010100,0.00033,25.0,False,False,False,True,True,True,True
994,011110111010,0.00033,39.0,False,True,True,False,False,True,True
995,011011110011,0.00033,39.0,False,True,False,False,True,True,False
996,011011111111,0.00033,39.0,False,True,False,False,True,True,False
997,111001111010,0.00033,37.0,False,True,False,False,True,True,True
998,100101010001,0.00033,18.0,False,True,True,False,False,True,True
999,100000110011,0.00033,20.0,False,True,False,True,True,True,True
1000,000111100011,0.00033,20.0,True,True,True,True,True,True,True
1001,001001101010,0.00033,18.0,False,False,True,False,False,True,True
1002,001101100111,0.00033,21.0,False,False,True,False,True,True,True
1003,000011110010,0.00033,25.0,False,True,True,True,True,True,False
1004,011101101010,0.00033,28.0,False,False,False,False,True,True,True
1005,101111110001,0.00033,39.0,False,False,True,False,False,True,False
1006,010111010011,0.00033,27.0,False,True,False,False,False,True,True
1007,001100100111,0.00033,18.0,False,False,False,False,True,True,True
1008,110000111110,0.00033,27.0,True,True,True,True,True,True,True
1009,001011000100,0.00033,16.0,False,True,True,True,False,True,True
1010,001011100101,0.00033,24.0,False,True,True,False,False,True,True
1011,010010011101,0.00033,21.0,False,True,True,False,True,True,True
1012,111010111110,0.00033,40.0,False,False,True,False,True,True,True
1013,110100010110,0.00033,22.0,False,True,True,False,False,True,True
1014,110101001010,0.00033,17.0,False,True,False,False,True,True,True
1015,001110101111,0.00033,24.0,False,True,False,False,True,True,True
1016,111100001011,0.00032,21.0,False,True,True,True,True,False,True
1017,111001011001,0.00032,29.0,False,True,False,True,True,True,True
1018,010010100101,0.00032,21.0,False,True,True,True,False,True,True
1019,100100110110,0.00032,23.0,False,True,False,True,False,True,True
1020,010001100100,0.00032,18.0,False,False,False,True,False,True,True
1021,011010111111,0.00032,36.0,False,True,True,False,True,True,True
1022,010001111010,0.00032,26.0,False,False,False,True,True,True,True
1023,001101101111,0.00032,21.0,False,False,True,False,True,True,True
1024,100000000110,0.00032,4.0,False,True,False,False,False,True,True
1025,111011111110,0.00032,43.0,False,False,False,False,True,True,False
1026,100100100001,0.00032,15.0,False,True,False,True,True,True,True
1027,011010000010,0.00032,20.0,False,True,True,True,False,True,True
1028,000101011011,0.00032,14.0,False,False,True,False,False,True,True
1029,010001001110,0.00032,10.0,False,False,False,False,False,True,True
1030,001111110001,0.00032,35.0,False,True,True,False,False,True,False
1031,101100001011,0.00032,14.0,False,True,False,True,True,True,True
1032,000011100001,0.00032,17.0,False,True,True,True,False,True,True
1033,011001001101,0.00032,17.0,False,False,False,True,False,True,True
1034,101011110101,0.00032,36.0,False,False,True,False,True,True,False
1035,100011101000,0.00032,21.0,False,False,True,True,False,True,True
1036,111011010011,0.00032,35.0,False,False,False,True,True,True,True
1037,111101110110,0.00032,40.0,False,True,False,False,False,False,True
1038,001011100000,0.00032,24.0,False,True,True,False,False,True,True
1039,110011000011,0.00032,20.0,False,False,False,False,False,True,True
1040,010111011010,0.00032,27.0,False,True,False,False,False,True,True
1041,001111101110,0.00032,27.0,False,True,True,False,True,True,True
1042,100011101100,0.00032,21.0,False,False,True,True,False,True,True
1043,011100001101,0.00032,17.0,False,False,True,True,True,True,True
1044,110001010010,0.00032,22.0,False,True,False,False,True,True,True
1045,011011111001,0.00032,39.0,False,True,False,False,True,True,False
1046,111110110010,0.00032,43.0,False,False,True,False,False,False,True
1047,100101011000,0.00032,18.0,False,True,True,False,False,True,True
1048,110110010011,0.00032,28.0,False,False,True,False,False,True,True
1049,110101111100,0.00032,33.0,False,True,False,True,False,True,True
1050,101110110100,0.00032,36.0,False,False,False,False,False,True,True
1051,000000100111,0.00032,8.0,False,False,False,True,False,True,True
1052,010101111111,0.00032,29.0,False,False,False,True,False,True,True
1053,111000001100,0.00032,18.0,False,True,True,True,False,True,True
1054,011101110101,0.00032,36.0,False,False,False,False,False,True,True
1055,000101010010,0.00032,14.0,False,False,True,False,False,True,True
1056,001001101110,0.00032,18.0,False,False,True,False,False,True,True
1057,010110110001,0.00032,32.0,False,True,True,True,False,True,True
1058,000010101000,0.00032,14.0,False,True,False,True,False,True,True
1059,000001101100,0.00032,11.0,False,False,True,True,False,True,True
1060,011000011101,0.00032,22.0,False,False,True,True,True,True,True
1061,111110110000,0.00032,43.0,False,False,True,False,False,False,True
1062,111000001000,0.00032,18.0,False,True,True,True,False,True,True
1063,110010010001,0.00032,25.0,False,False,True,False,True,True,True
1064,010101100011,0.00032,21.0,False,False,False,True,True,True,True
1065,001101101000,0.00031,21.0,False,False,True,False,True,True,True
1066,100110101010,0.00031,21.0,False,False,False,True,True,True,True
1067,100101111101,0.00031,26.0,False,True,True,True,False,True,True
1068,100010001010,0.00031,10.0,False,False,False,False,False,True,True
1069,111010101101,0.00031,32.0,False,False,True,False,False,True,True
1070,010011111011,0.00031,32.0,False,True,False,True,True,True,False
1071,001111101100,0.00031,27.0,False,True,True,False,True,True,True
1072,000101000001,0.00031,6.0,False,False,True,False,True,True,True
1073,100110010001,0.00031,21.0,False,False,False,False,False,True,True
1074,110100110001,0.00031,30.0,False,True,True,True,False,True,True
1075,110011111010,0.00031,36.0,False,False,False,True,True,True,False
1076,111111110110,0.00031,46.0,False,False,False,False,False,False,False
1077,000110101001,0.00031,17.0,False,True,False,True,True,True,True
1078,110001000010,0.00031,14.0,False,True,False,False,False,True,True
1079,101101101000,0.00031,25.0,False,True,True,False,True,True,True
1080,100110101110,0.00031,21.0,False,False,False,True,True,True,True
1081,011011011100,0.00031,31.0,False,True,False,True,True,True,True
1082,101001001111,0.00031,14.0,False,True,True,True,False,True,True
1083,000100100101,0.00031,11.0,False,False,False,True,True,True,True
1084,101110100100,0.00031,28.0,False,False,False,False,True,True,True
1085,001101110100,0.00031,29.0,False,False,True,False,False,True,True
1086,101100100000,0.00031,22.0,False,True,False,False,True,True,True
1087,000110011010,0.00031,17.0,False,True,False,False,False,True,True
1088,110011011100,0.00031,28.0,False,False,False,False,True,True,True
1089,010011111110,0.00031,32.0,False,True,False,True,True,True,False
1090,001111001111,0.00031,19.0,True,True,True,True,True,True,True
1091,101111010110,0.00031,31.0,False,False,True,True,False,True,True
1092,001100101011,0.00031,18.0,False,False,False,False,True,True,True
1093,100001100000,0.00031,15.0,False,True,True,True,False,True,True
1094,001100001000,0.00031,10.0,False,False,False,True,True,True,True
1095,100111010000,0.00031,24.0,False,False,True,False,False,True,True
1096,101101011100,0.00031,25.0,False,True,True,True,False,True,True
1097,101100010010,0.00031,22.0,False,True,False,True,False,True,True
1098,010101000110,0.00031,13.0,False,False,False,False,True,True,True
1099,101100000011,0.00031,14.0,False,True,False,True,True,True,True
1100,100001100011,0.00031,15.0,False,True,True,True,False,True,True
1101,111011001011,0.00031,27.0,False,False,False,True,False,True,True
1102,111001011100,0.00031,29.0,False,True,False,True,True,True,True
1103,100111111010,0.00031,32.0,False,False,True,True,False,True,False
1104,010100000100,0.00031,10.0,False,False,True,False,True,True,True
1105,000100110011,0.00031,19.0,False,False,False,True,False,True,True
1106,100010101011,0.00031,18.0,False,False,False,True,False,True,True
1107,110100010100,0.0003,22.0,False,True,True,False,False,True,True
1108,111010011000,0.0003,32.0,False,False,True,True,True,True,True
1109,000100101100,0.0003,11.0,False,False,False,True,True,True,True
1110,101001110001,0.0003,30.0,False,True,True,False,True,True,True
1111,110101000001,0.0003,17.0,False,True,False,False,True,True,True
1112,011111101101,0.0003,34.0,False,True,False,False,True,True,True
1113,110101010000,0.0003,25.0,False,True,False,False,False,True,True
1114,010110011001,0.0003,24.0,False,True,True,False,False,True,True
1115,101011011110,0.0003,28.0,False,False,True,True,True,True,True
1116,001110100101,0.0003,24.0,False,True,False,False,True,True,True
1117,011101100000,0.0003,28.0,False,False,False,False,True,True,True
1118,000011110000,0.0003,25.0,False,True,True,True,True,True,False
1119,000010011100,0.0003,14.0,False,True,False,False,True,True,True
1120,101101110011,0.0003,33.0,False,True,True,False,False,True,True
1121,000011110100,0.0003,25.0,False,True,True,True,True,True,False
1122,101110011000,0.0003,28.0,False,False,False,True,False,True,True
1123,110101110000,0.0003,33.0,False,True,False,True,False,True,True
1124,010001000000,0.0003,10.0,False,False,False,False,False,True,True
1125,010100010010,0.0003,18.0,False,False,True,False,False,True,True
1126,111110010101,0.0003,35.0,False,False,True,True,False,False,True
1127,001000100011,0.0003,15.0,False,False,False,False,False,True,True
1128,100000010010,0.0003,12.0,False,True,False,False,True,True,True
1129,010101110111,0.0003,29.0,False,False,False,True,False,True,True
1130,011110101010,0.0003,31.0,False,True,True,False,True,True,True
1131,100000011011,0.0003,12.0,False,True,False,False,True,True,True
1132,010111101100,0.0003,27.0,False,True,False,True,True,True,True
1133,001100110101,0.0003,26.0,False,False,False,False,False,True,True
1134,000010000111,0.0003,6.0,False,True,False,False,False,True,True
1135,010100001011,0.0003,10.0,False,False,True,False,True,True,True
1136,101110110011,0.0003,36.0,False,False,False,False,False,True,True
1137,111000111001,0.0003,34.0,False,True,True,False,True,True,True
1138,010101010100,0.0003,21.0,False,False,False,False,False,True,True
1139,011100110110,0.0003,33.0,False,False,True,False,False,True,True
1140,100111101001,0.0003,24.0,False,False,True,True,True,True,True
1141,001100110000,0.0003,26.0,False,False,False,False,False,True,True
1142,111100001001,0.0003,21.0,False,True,True,True,True,False,True
1143,011011111100,0.0003,39.0,False,True,False,False,True,True,False
1144,100110110011,0.0003,29.0,False,False,False,True,False,True,True
1145,101100000100,0.0003,14.0,False,True,False,True,True,True,True
1146,010000111001,0.0003,23.0,False,False,True,True,True,True,True
1147,111100000101,0.0003,21.0,False,True,True,True,True,False,True
1148,011111101110,0.0003,34.0,False,True,False,False,True,True,True
1149,101101100000,0.0003,25.0,False,True,True,False,True,True,True
1150,010010000100,0.0003,13.0,False,True,True,False,False,True,True
1151,111111000001,0.0003,30.0,False,False,False,True,True,False,True
1152,100011101110,0.0003,21.0,False,False,True,True,False,True,True
1153,001001101111,0.0003,18.0,False,False,True,False,False,True,True
1154,101100111100,0.00029,30.0,False,True,False,False,False,True,True
1155,101011110100,0.00029,36.0,False,False,True,False,True,True,False
1156,010001110111,0.00029,26.0,False,False,False,True,True,True,True
1157,111100001111,0.00029,21.0,False,True,True,True,True,False,True
1158,110101100110,0.00029,25.0,False,True,False,True,True,True,True
1159,111111111101,0.00029,46.0,False,False,False,False,False,False,False
1160,000011100011,0.00029,17.0,False,True,True,True,False,True,True
1161,001000100000,0.00029,15.0,False,False,False,False,False,True,True
1162,010101001010,0.00029,13.0,False,False,False,False,True,True,True
1163,101000110100,0.00029,27.0,False,True,False,False,True,True,True
1164,001010111111,0.00029,29.0,False,True,False,False,True,True,True
1165,101100010110,0.00029,22.0,False,True,False,True,False,True,True
1166,110010100010,0.00029,25.0,False,False,True,True,False,True,True
1167,101101100101,0.00029,25.0,False,True,True,False,True,True,True
1168,000011111110,0.00029,25.0,False,True,True,True,True,True,False
1169,000010100101,0.00029,14.0,False,True,False,True,False,True,True
1170,000100100010,0.00029,11.0,False,False,False,True,True,True,True
1171,001110011011,0.00029,24.0,False,True,False,True,False,True,True
1172,011110110110,0.00029,39.0,False,True,True,False,False,True,True
1173,111000000011,0.00029,18.0,False,True,True,True,False,True,True
1174,100110101000,0.00029,21.0,False,False,False,True,True,True,True
1175,110111111110,0.00029,39.0,False,False,False,True,False,True,False
1176,110110110100,0.00029,36.0,False,False,True,True,False,True,True
1177,110101111111,0.00029,33.0,False,True,False,True,False,True,True
1178,100100000110,0.00029,7.0,False,True,False,False,True,True,True
1179,110000111000,0.00029,27.0,True,True,True,True,True,True,True
1180,011110001110,0.00029,23.0,True,True,True,True,True,True,True
1181,001101011101,0.00029,21.0,False,False,True,True,False,True,True
1182,110011100110,0.00029,28.0,False,False,False,True,False,True,True
1183,100111000011,0.00029,16.0,False,False,True,False,True,True,True
1184,000111101001,0.00029,20.0,True,True,True,True,True,True,True
1185,101110001111,0.00029,20.0,False,False,False,True,True,True,True
1186,110011101111,0.00029,28.0,False,False,False,True,False,True,True
1187,101001111010,0.00029,30.0,False,True,True,False,True,True,True
1188,100100000111,0.00029,7.0,False,True,False,False,True,True,True
1189,111101101001,0.00029,32.0,False,True,False,False,True,False,True
1190,100111010010,0.00029,24.0,False,False,True,False,False,True,True
1191,111000101111,0.00029,26.0,False,True,True,False,False,True,True
1192,011111101011,0.00029,34.0,False,True,False,False,True,True,True
1193,111110111010,0.00029,43.0,False,False,True,False,False,False,True
1194,101000111011,0.00029,27.0,False,True,False,False,True,True,True
1195,000110010001,0.00029,17.0,False,True,False,False,False,True,True
1196,010111001110,0.00029,19.0,False,True,False,False,True,True,True
1197,000111110001,0.00029,28.0,False,True,True,True,False,True,False
1198,000011011001,0.00029,17.0,False,True,True,False,True,True,True
1199,000000101010,0.00029,8.0,False,False,False,True,False,True,True
1200,100100111000,0.00029,23.0,False,True,False,True,False,True,True
1201,111010010111,0.00029,32.0,False,False,True,True,True,True,True
1202,001010100100,0.00029,21.0,False,True,False,False,False,True,True
1203,111011001100,0.00028,27.0,False,False,False,True,False,True,True
1204,010010110010,0.00028,29.0,True,True,True,True,True,True,True
1205,011011100011,0.00028,31.0,False,True,False,False,False,True,True
1206,100001000010,0.00028,7.0,False,True,True,False,False,True,True
1207,101111111010,0.00028,39.0,False,False,True,False,False,True,False
1208,000111010100,0.00028,20.0,False,True,True,False,False,True,True
1209,110101010100,0.00028,25.0,False,True,False,False,False,True,True
1210,011010000100,0.00028,20.0,False,True,True,True,False,True,True
1211,101000010011,0.00028,19.0,False,True,False,True,True,True,True
1212,111000010011,0.00028,26.0,True,True,True,True,True,True,True
1213,110000011011,0.00028,19.0,False,True,True,False,True,True,True
1214,001101101010,0.00028,21.0,False,False,True,False,True,True,True
1215,101100110110,0.00028,30.0,False,True,False,False,False,True,True
1216,010010000111,0.00028,13.0,False,True,True,False,False,True,True
1217,000101101000,0.00028,14.0,False,False,True,True,True,True,True
1218,100010000110,0.00028,10.0,False,False,False,False,False,True,True
1219,111011000001,0.00028,27.0,False,False,False,True,False,True,True
1220,110110100101,0.00028,28.0,False,False,True,True,True,True,True
1221,001101100011,0.00028,21.0,False,False,True,False,True,True,True
1222,011001011101,0.00028,25.0,False,False,False,True,True,True,True
1223,100011001011,0.00028,13.0,False,False,True,False,False,True,True
1224,101010111000,0.00028,33.0,False,False,False,False,True,True,True
1225,100101101110,0.00028,18.0,True,True,True,True,True,True,True
1226,100101001010,0.00028,10.0,False,True,True,False,True,True,True
1227,001001011000,0.00028,18.0,False,False,True,True,True,True,True
1228,100110011011,0.00028,21.0,False,False,False,False,False,True,True
1229,110010101000,0.00028,25.0,False,False,True,True,False,True,True
1230,010100011110,0.00028,18.0,False,False,True,False,False,True,True
1231,100100010011,0.00028,15.0,False,True,False,False,False,True,True
1232,100011001111,0.00028,13.0,False,False,True,False,False,True,True
1233,000101001101,0.00028,6.0,False,False,True,False,True,True,True
1234,101000011000,0.00028,19.0,False,True,False,True,True,True,True
1235,111110100101,0.00028,35.0,False,False,True,False,True,False,True
1236,011011101110,0.00028,31.0,False,True,False,False,False,True,True
1237,111001111100,0.00028,37.0,False,True,False,False,True,True,True
1238,000010000001,0.00028,6.0,False,True,False,False,False,True,True
1239,101101011110,0.00028,25.0,False,True,True,True,False,True,True
1240,101010100101,0.00028,25.0,False,False,False,False,False,True,True
1241,110000000011,0.00028,11.0,False,True,True,False,False,True,True
1242,110011010100,0.00028,28.0,False,False,False,False,True,True,True
1243,101101111001,0.00028,33.0,False,True,True,False,False,True,True
1244,100000101100,0.00028,12.0,False,True,False,True,False,True,True
1245,010000011111,0.00028,15.0,False,False,True,False,True,True,True
1246,001001111101,0.00028,26.0,False,False,True,False,True,True,True
1247,101000001010,0.00027,11.0,False,True,False,True,False,True,True
1248,110100101100,0.00027,22.0,True,True,True,True,True,True,True
1249,100111010111,0.00027,24.0,False,False,True,False,False,True,True
1250,011000001011,0.00027,14.0,False,False,True,True,False,True,True
1251,110111100100,0.00027,31.0,False,False,False,True,True,True,True
1252,010110100001,0.00027,24.0,True,True,True,True,True,True,True
1253,111110110101,0.00027,43.0,False,False,True,False,False,False,True
1254,111011100101,0.00027,35.0,False,False,False,False,False,True,True
1255,101110000100,0.00027,20.0,False,False,False,True,True,True,True
1256,001111100000,0.00027,27.0,False,True,True,False,True,True,True
1257,100110000101,0.00027,13.0,False,False,False,False,True,True,True
1258,000101011010,0.00027,14.0,False,False,True,False,False,True,True
1259,110101011001,0.00027,25.0,False,True,False,False,False,True,True
1260,001100011000,0.00027,18.0,False,False,False,True,False,True,True
1261,000011001001,0.00027,9.0,False,True,True,False,False,True,True
1262,101100100011,0.00027,22.0,False,True,False,False,True,True,True
1263,010000111000,0.00027,23.0,False,False,True,True,True,True,True
1264,110101111000,0.00027,33.0,False,True,False,True,False,True,True
1265,101000000011,0.00027,11.0,False,True,False,True,False,True,True
1266,111101110010,0.00027,40.0,False,True,False,False,False,False,True
1267,101101110010,0.00027,33.0,False,True,True,False,False,True,True
1268,110111111000,0.00027,39.0,False,False,False,True,False,True,False
1269,100010010111,0.00027,18.0,False,False,False,False,True,True,True
1270,110000011000,0.00027,19.0,False,True,True,False,True,True,True
1271,100111011000,0.00027,24.0,False,False,True,False,False,True,True
1272,010110000011,0.00027,16.0,False,True,True,False,True,True,True
1273,111110101011,0.00027,35.0,False,False,True,False,True,False,True
1274,001010010001,0.00027,21.0,False,True,False,True,True,True,True
1275,000110111011,0.00027,25.0,False,True,False,True,False,True,True
1276,001010011111,0.00027,21.0,False,True,False,True,True,True,True
1277,001110000001,0.00027,16.0,False,True,False,True,True,True,True
1278,000111010000,0.00027,20.0,False,True,True,False,False,True,True
1279,001000001101,0.00027,7.0,False,False,False,True,False,True,True
1280,101011010011,0.00027,28.0,False,False,True,True,True,True,True
1281,000000110111,0.00027,16.0,False,False,False,True,True,True,True
1282,111010000100,0.00027,24.0,False,False,True,True,False,True,True
1283,001100011100,0.00027,18.0,False,False,False,True,False,True,True
1284,101000001101,0.00027,11.0,False,True,False,True,False,True,True
1285,101000001110,0.00027,11.0,False,True,False,True,False,True,True
1286,010010110001,0.00027,29.0,True,True,True,True,True,True,True
1287,100001111110,0.00027,23.0,True,True,True,True,True,True,True
1288,100001000110,0.00027,7.0,False,True,True,False,False,True,True
1289,001001100101,0.00027,18.0,False,False,True,False,False,True,True
1290,100101010000,0.00027,18.0,False,True,True,False,False,True,True
1291,000011000000,0.00027,9.0,False,True,True,False,False,True,True
1292,101111011111,0.00027,31.0,False,False,True,True,False,True,True
1293,001111010001,0.00027,27.0,False,True,True,True,False,True,True
1294,111010010000,0.00027,32.0,False,False,True,True,True,True,True
1295,010111111110,0.00027,35.0,False,True,False,True,False,True,False
1296,100001010011,0.00027,15.0,False,True,True,False,True,True,True
1297,000101000101,0.00027,6.0,False,False,True,False,True,True,True
1298,010010010001,0.00027,21.0,False,True,True,False,True,True,True
1299,000011111101,0.00027,25.0,False,True,True,True,True,True,False
1300,001001101011,0.00027,18.0,False,False,True,False,False,True,True
1301,001101001100,0.00027,13.0,False,False,True,True,True,True,True
1302,111001010110,0.00027,29.0,False,True,False,True,True,True,True
1303,000101110110,0.00027,22.0,False,False,True,True,False,True,True
1304,101111100101,0.00027,31.0,False,False,True,False,True,True,True
1305,001111101011,0.00026,27.0,False,True,True,False,True,True,True
1306,111101010001,0.00026,32.0,False,True,False,True,False,False,True
1307,010001111000,0.00026,26.0,False,False,False,True,True,True,True
1308,101000010000,0.00026,19.0,False,True,False,True,True,True,True
1309,111101000010,0.00026,24.0,False,True,False,True,True,False,True
1310,001011100011,0.00026,24.0,False,True,True,False,False,True,True
1311,000111101101,0.00026,20.0,True,True,True,True,True,True,True
1312,100100010101,0.00026,15.0,False,True,False,False,False,True,True
1313,010110010110,0.00026,24.0,False,True,True,False,False,True,True
1314,111100001100,0.00026,21.0,False,True,True,True,True,False,True
1315,100101110000,0.00026,26.0,False,True,True,True,False,True,True
1316,000011101000,0.00026,17.0,False,True,True,True,False,True,True
1317,010101100100,0.00026,21.0,False,False,False,True,True,True,True
1318,001101010100,0.00026,21.0,False,False,True,True,False,True,True
1319,100001000001,0.00026,7.0,False,True,True,False,False,True,True
1320,111001100010,0.00026,29.0,False,True,False,False,False,True,True
1321,001001000101,0.00026,10.0,False,False,True,True,False,True,True
1322,110010011000,0.00026,25.0,False,False,True,False,True,True,True
1323,111010001100,0.00026,24.0,False,False,True,True,False,True,True
1324,000000100001,0.00026,8.0,False,False,False,True,False,True,True
1325,110111110001,0.00026,39.0,False,False,False,True,False,True,False
1326,001100100000,0.00026,18.0,False,False,False,False,True,True,True
1327,010011110000,0.00026,32.0,False,True,False,True,True,True,False
1328,111000011010,0.00026,26.0,True,True,True,True,True,True,True
1329,110001011001,0.00026,22.0,False,True,False,False,True,True,True
1330,001100011110,0.00026,18.0,False,False,False,True,False,True,True
1331,101010100000,0.00026,25.0,False,False,False,False,False,True,True
1332,111010011010,0.00026,32.0,False,False,True,True,True,True,True
1333,101110101110,0.00026,28.0,False,False,False,False,True,True,True
1334,111010011001,0.00026,32.0,False,False,True,True,True,True,True
1335,010101101011,0.00026,21.0,False,False,False,True,True,True,True
1336,011010011000,0.00026,28.0,True,True,True,True,True,True,True
1337,101010000111,0.00026,17.0,False,False,False,True,False,True,True
1338,011000101000,0.00026,22.0,False,False,True,False,False,True,True
1339,010101100101,0.00026,21.0,False,False,False,True,True,True,True
1340,010101001100,0.00026,13.0,False,False,False,False,True,True,True
1341,000100001100,0.00026,3.0,False,False,False,False,True,True,True
1342,000101010111,0.00026,14.0,False,False,True,False,False,True,True
1343,110111000100,0.00026,23.0,False,False,False,False,True,True,True
1344,011100100010,0.00026,25.0,False,False,True,False,True,True,True
1345,011100000011,0.00026,17.0,False,False,True,True,True,True,True
1346,010010101110,0.00026,21.0,False,True,True,True,False,True,True
1347,100101100101,0.00026,18.0,True,True,True,True,True,True,True
1348,111101001000,0.00026,24.0,False,True,False,True,True,False,True
1349,111101011000,0.00026,32.0,False,True,False,True,False,False,True
1350,011111111111,0.00026,42.0,False,True,False,False,False,True,False
1351,010001011110,0.00026,18.0,False,False,False,False,True,True,True
1352,111000110111,0.00026,34.0,False,True,True,False,True,True,True
1353,000010001011,0.00026,6.0,False,True,False,False,False,True,True
1354,001111110110,0.00026,35.0,False,True,True,False,False,True,False
1355,100010100010,0.00026,18.0,False,False,False,True,False,True,True
1356,000101001011,0.00026,6.0,False,False,True,False,True,True,True
1357,110000100000,0.00026,19.0,False,True,True,True,False,True,True
1358,101001110011,0.00026,30.0,False,True,True,False,True,True,True
1359,111000110110,0.00026,34.0,False,True,True,False,True,True,True
1360,100010010110,0.00026,18.0,False,False,False,False,True,True,True
1361,011100110101,0.00026,33.0,False,False,True,False,False,True,True
1362,000001011011,0.00026,11.0,False,False,True,False,True,True,True
1363,001101111010,0.00025,29.0,False,False,True,False,False,True,True
1364,010001110010,0.00025,26.0,False,False,False,True,True,True,True
1365,101101111111,0.00025,33.0,False,True,True,False,False,True,True
1366,010100110010,0.00025,26.0,False,False,True,True,False,True,True
1367,100111110100,0.00025,32.0,False,False,True,True,False,True,False
1368,011000010100,0.00025,22.0,False,False,True,True,True,True,True
1369,100101110101,0.00025,26.0,False,True,True,True,False,True,True
1370,100010011001,0.00025,18.0,False,False,False,False,True,True,True
1371,011101100110,0.00025,28.0,False,False,False,False,True,True,True
1372,001111100111,0.00025,27.0,False,True,True,False,True,True,True
1373,000100001011,0.00025,3.0,False,False,False,False,True,True,True
1374,010010001000,0.00025,13.0,False,True,True,False,False,True,True
1375,110110000101,0.00025,20.0,False,False,True,False,True,True,True
1376,111011100000,0.00025,35.0,False,False,False,False,False,True,True
1377,111000001011,0.00025,18.0,False,True,True,True,False,True,True
1378,000100100110,0.00025,11.0,False,False,False,True,True,True,True
1379,111100010001,0.00025,29.0,False,True,True,True,False,False,True
1380,101001001100,0.00025,14.0,False,True,True,True,False,True,True
1381,111101011101,0.00025,32.0,False,True,False,True,False,False,True
1382,000000011010,0.00025,8.0,False,False,False,False,True,True,True
1383,000000001010,0.00025,0.0,False,False,False,False,False,True,True
1384,010110011010,0.00025,24.0,False,True,True,False,False,True,True
1385,000010101011,0.00025,14.0,False,True,False,True,False,True,True
1386,101011000000,0.00025,20.0,False,False,True,True,False,True,True
1387,111011011001,0.00025,35.0,False,False,False,True,True,True,True
1388,010110111110,0.00025,32.0,False,True,True,True,False,True,True
1389,100000110110,0.00025,20.0,False,True,False,True,True,True,True
1390,101100111010,0.00025,30.0,False,True,False,False,False,True,True
1391,110110101011,0.00025,28.0,False,False,True,True,True,True,True
1392,000011001010,0.00025,9.0,False,True,True,False,False,True,True
1393,011010110010,0.00025,36.0,False,True,True,False,True,True,True
1394,100010011101,0.00025,18.0,False,False,False,False,True,True,True
1395,000001101010,0.00025,11.0,False,False,True,True,False,True,True
1396,101111010001,0.00025,31.0,False,False,True,True,False,True,True
1397,010110101100,0.00025,24.0,True,True,True,True,True,True,True
1398,001010101000,0.00025,21.0,False,True,False,False,False,True,True
1399,101001100110,0.00025,22.0,False,True,True,False,False,True,True
1400,011110011111,0.00025,31.0,False,True,True,True,False,True,True
1401,001100101110,0.00025,18.0,False,False,False,False,True,True,True
1402,110001101111,0.00025,22.0,False,True,False,True,False,True,True
1403,100010110011,0.00025,26.0,False,False,False,True,True,True,True
1404,101010110000,0.00025,33.0,False,False,False,False,True,True,True
1405,100101001110,0.00025,10.0,False,True,True,False,True,True,True
1406,011101100101,0.00025,28.0,False,False,False,False,True,True,True
1407,000110110000,0.00025,25.0,False,True,False,True,False,True,True
1408,000011010010,0.00025,17.0,False,True,True,False,True,True,True
1409,100110111101,0.00025,29.0,False,False,False,True,False,True,True
1410,001010000100,0.00025,13.0,False,True,False,True,False,True,True
1411,000101001010,0.00025,6.0,False,False,True,False,True,True,True
1412,101011110111,0.00025,36.0,False,False,True,False,True,True,False
1413,111000010100,0.00025,26.0,True,True,True,True,True,True,True
1414,011000101110,0.00025,22.0,False,False,True,False,False,True,True
1415,001001001101,0.00025,10.0,False,False,True,True,False,True,True
1416,000100110101,0.00025,19.0,False,False,False,True,False,True,True
1417,001011001000,0.00025,16.0,False,True,True,True,False,True,True
1418,101100011001,0.00025,22.0,False,True,False,True,False,True,True
1419,101110100101,0.00025,28.0,False,False,False,False,True,True,True
1420,001101010111,0.00025,21.0,False,False,True,True,False,True,True
1421,110111001110,0.00025,23.0,False,False,False,False,True,True,True
1422,101111011001,0.00025,31.0,False,False,True,True,False,True,True
1423,000011011101,0.00025,17.0,False,True,True,False,True,True,True
1424,000100001101,0.00025,3.0,False,False,False,False,True,True,True
1425,100101101010,0.00025,18.0,True,True,True,True,True,True,True
